date,tournament,level,bestOf,surface,indoor,round,winner_name,winner_seed,winner_country_name,winner_country_id,winner_rank,winner_eloRatingDelta,winner_eloRating,loser_name,loser_seed,loser_country_name,loser_country_id,loser_rank,loser_eloRatingDelta,loser_eloRating,score,loser_entry,speed,outcome,winner_entry
2011-05-22,Roland Garros,G,5,C,false,QF,Novak Djokovic,2,Serbia,SRB,2,1,2491,Fabio Fognini,,Italy,ITA,49,,1905,W/O,,46,W/O,
2011-05-22,Roland Garros,G,5,C,false,R16,Novak Djokovic,2,Serbia,SRB,2,2,2489,Richard Gasquet,13,France,FRA,16,-2,2110,6-4 6-4 6-2,,46,,
2011-05-22,Roland Garros,G,5,C,false,R32,Novak Djokovic,2,Serbia,SRB,2,6,2483,Juan Martin Del Potro,25,Argentina,ARG,26,-6,2267,6-3 3-6 6-3 6-2,,46,,
2011-05-22,Roland Garros,G,5,C,false,R64,Novak Djokovic,2,Serbia,SRB,2,1,2482,Victor Hanescu,,Romania,ROU,60,-1,1894,6-4 6-1 2-3 RET,,46,RET,
2011-05-22,Roland Garros,G,5,C,false,R128,Novak Djokovic,2,Serbia,SRB,2,1,2481,Thiemo De Bakker,,Netherlands,NED,71,,1862,6-2 6-1 6-3,,46,,
2011-01-17,Australian Open,G,5,H,false,F,Novak Djokovic,3,Serbia,SRB,3,15,2347,Andy Murray,5,United Kingdom,GBR,5,-14,2309,6-4 6-2 6-3,,55,,
2011-01-17,Australian Open,G,5,H,false,SF,Novak Djokovic,3,Serbia,SRB,3,18,2329,Roger Federer,2,Switzerland,SUI,2,-18,2432,7-6(3) 7-5 6-4,,55,,
2011-01-17,Australian Open,G,5,H,false,QF,Novak Djokovic,3,Serbia,SRB,3,7,2322,Tomas Berdych,6,Czech Republic,CZE,6,-7,2114,6-1 7-6(5) 6-1,,55,,
2011-01-17,Australian Open,G,5,H,false,R16,Novak Djokovic,3,Serbia,SRB,3,4,2318,Nicolas Almagro,14,Spain,ESP,14,-4,2057,6-3 6-4 6-0,,55,,
2011-01-17,Australian Open,G,5,H,false,R32,Novak Djokovic,3,Serbia,SRB,3,5,2313,Viktor Troicki,29,Serbia,SRB,27,-5,2065,6-2 RET,,55,RET,
2011-01-17,Australian Open,G,5,H,false,R64,Novak Djokovic,3,Serbia,SRB,3,2,2311,Ivan Dodig,,Croatia,CRO,81,-3,1857,7-5 6-7(8) 6-0 6-2,,55,,
2011-01-17,Australian Open,G,5,H,false,R128,Novak Djokovic,3,Serbia,SRB,3,2,2309,Marcel Granollers,,Spain,ESP,42,-2,1901,6-1 6-3 6-1,,55,,
2010-08-30,US Open,G,5,H,false,F,Rafael Nadal,1,Spain,ESP,1,11,2413,Novak Djokovic,3,Serbia,SRB,3,-11,2309,6-4 5-7 6-4 6-2,,65,,
2010-08-30,US Open,G,5,H,false,SF,Novak Djokovic,3,Serbia,SRB,3,17,2292,Roger Federer,2,Switzerland,SUI,2,-18,2361,5-7 6-1 5-7 6-2 7-5,,65,,
2010-08-30,US Open,G,5,H,false,QF,Novak Djokovic,3,Serbia,SRB,3,7,2285,Gael Monfils,17,France,FRA,19,-6,2083,7-6(2) 6-1 6-2,,65,,
2010-08-30,US Open,G,5,H,false,R16,Novak Djokovic,3,Serbia,SRB,3,7,2278,Mardy Fish,19,United States,USA,21,-8,2120,6-3 6-4 6-1,,65,,
2010-08-30,US Open,G,5,H,false,R32,Novak Djokovic,3,Serbia,SRB,3,3,2275,James Blake,,United States,USA,108,-4,1942,6-1 7-6(4) 6-3,WC,65,,
2010-08-30,US Open,G,5,H,false,R64,Novak Djokovic,3,Serbia,SRB,3,3,2272,Philipp Petzschner,,Germany,GER,52,-4,1912,7-5 6-3 7-6(6),,65,,
2010-08-30,US Open,G,5,H,false,R128,Novak Djokovic,3,Serbia,SRB,3,4,2268,Viktor Troicki,,Serbia,SRB,47,-4,1972,6-3 3-6 2-6 7-5 6-3,,65,,
2010-06-21,Wimbledon,G,5,G,false,SF,Tomas Berdych,12,Czech Republic,CZE,13,18,2179,Novak Djokovic,3,Serbia,SRB,3,-18,2280,6-3 7-6(9) 6-3,,88,,
2010-06-21,Wimbledon,G,5,G,false,QF,Novak Djokovic,3,Serbia,SRB,3,2,2278,Yen Hsun Lu,,"Taiwan, Province of China",TPE,82,-3,1867,6-3 6-2 6-2,,88,,
2010-06-21,Wimbledon,G,5,G,false,R16,Novak Djokovic,3,Serbia,SRB,3,8,2270,Lleyton Hewitt,15,Australia,AUS,26,-8,2130,7-5 6-4 3-6 6-4,,88,,
2010-06-21,Wimbledon,G,5,G,false,R32,Novak Djokovic,3,Serbia,SRB,3,4,2266,Albert Montanes,28,Spain,ESP,31,-5,1972,6-1 6-4 6-4,,88,,
2010-06-21,Wimbledon,G,5,G,false,R64,Novak Djokovic,3,Serbia,SRB,3,2,2264,Taylor Dent,,United States,USA,97,-2,1834,7-6(5) 6-1 6-4,Q,88,,
2010-06-21,Wimbledon,G,5,G,false,R128,Novak Djokovic,3,Serbia,SRB,3,2,2262,Olivier Rochus,,Belgium,BEL,68,-3,1840,4-6 6-2 3-6 6-4 6-2,,88,,
2010-05-24,Roland Garros,G,5,C,false,QF,Jurgen Melzer,22,Austria,AUT,27,22,2074,Novak Djokovic,3,Serbia,SRB,3,-21,2298,3-6 2-6 6-2 7-6(3) 6-4,,45,,
2010-05-24,Roland Garros,G,5,C,false,R16,Novak Djokovic,3,Serbia,SRB,3,2,2296,Robby Ginepri,,United States,USA,98,-3,1857,6-4 2-6 6-1 6-2,,45,,
2010-05-24,Roland Garros,G,5,C,false,R32,Novak Djokovic,3,Serbia,SRB,3,3,2293,Victor Hanescu,31,Romania,ROU,37,-4,1962,6-3 3-6 6-3 6-2,,45,,
2010-05-24,Roland Garros,G,5,C,false,R64,Novak Djokovic,3,Serbia,SRB,3,2,2291,Kei Nishikori,,Japan,JPN,246,-2,1861,6-1 6-4 6-4,,45,,
2010-05-24,Roland Garros,G,5,C,false,R128,Novak Djokovic,3,Serbia,SRB,3,2,2289,Evgeny Korolev,,Kazakhstan,KAZ,73,-3,1850,6-1 3-6 6-1 6-3,,45,,
2010-01-18,Australian Open,G,5,H,false,QF,Jo Wilfried Tsonga,10,France,FRA,10,21,2155,Novak Djokovic,3,Serbia,SRB,3,-21,2367,7-6(8) 6-7(5) 1-6 6-3 6-1,,52,,
2010-01-18,Australian Open,G,5,H,false,R16,Novak Djokovic,3,Serbia,SRB,3,2,2365,Lukasz Kubot,,Poland,POL,86,-2,1879,6-1 6-2 7-5,,52,,
2010-01-18,Australian Open,G,5,H,false,R32,Novak Djokovic,3,Serbia,SRB,3,1,2364,Denis Istomin,,Uzbekistan,UZB,103,-1,1846,6-1 6-1 6-2,,52,,
2010-01-18,Australian Open,G,5,H,false,R64,Novak Djokovic,3,Serbia,SRB,3,1,2363,Marco Chiudinelli,,Switzerland,SUI,58,-2,1875,3-6 6-1 6-1 6-3,,52,,
2010-01-18,Australian Open,G,5,H,false,R128,Novak Djokovic,3,Serbia,SRB,3,1,2362,Daniel Gimeno Traver,,Spain,ESP,74,-1,1750,7-5 6-3 6-2,,52,,
2009-08-31,US Open,G,5,H,false,SF,Roger Federer,1,Switzerland,SUI,1,9,2446,Novak Djokovic,4,Serbia,SRB,4,-9,2302,7-6(3) 7-5 7-5,,56,,
2009-08-31,US Open,G,5,H,false,QF,Novak Djokovic,4,Serbia,SRB,4,8,2294,Fernando Verdasco,10,Spain,ESP,10,-8,2153,7-6(2) 1-6 7-5 6-2,,56,,
2009-08-31,US Open,G,5,H,false,R16,Novak Djokovic,4,Serbia,SRB,4,7,2287,Radek Stepanek,15,Czech Republic,CZE,16,-7,2105,6-1 6-3 6-3,,56,,
2009-08-31,US Open,G,5,H,false,R32,Novak Djokovic,4,Serbia,SRB,4,1,2286,Jesse Witten,,United States,USA,276,-3,1759,6-7(2) 6-3 7-6(2) 6-4,Q,56,,
2009-08-31,US Open,G,5,H,false,R64,Novak Djokovic,4,Serbia,SRB,4,2,2284,Carsten Ball,,Australia,AUS,155,-2,1811,6-3 6-4 6-4,Q,56,,
2009-08-31,US Open,G,5,H,false,R128,Novak Djokovic,4,Serbia,SRB,4,3,2281,Ivan Ljubicic,,Croatia,CRO,51,-4,1977,6-3 6-1 6-3,,56,,
2009-06-22,Wimbledon,G,5,G,false,QF,Tommy Haas,24,Germany,GER,34,20,2110,Novak Djokovic,4,Serbia,SRB,4,-20,2288,7-5 7-6(6) 4-6 6-3,,83,,
2009-06-22,Wimbledon,G,5,G,false,R16,Novak Djokovic,4,Serbia,SRB,4,3,2285,Dudi Sela,,Israel,ISR,46,-4,1944,6-2 6-4 6-1,,83,,
2009-06-22,Wimbledon,G,5,G,false,R32,Novak Djokovic,4,Serbia,SRB,4,4,2281,Mardy Fish,28,United States,USA,25,-5,2009,6-4 6-4 6-4,,83,,
2009-06-22,Wimbledon,G,5,G,false,R64,Novak Djokovic,4,Serbia,SRB,4,1,2280,Simon Greul,,Germany,GER,106,-2,1718,7-5 6-1 6-4,Q,83,,
2009-06-22,Wimbledon,G,5,G,false,R128,Novak Djokovic,4,Serbia,SRB,4,3,2277,Julien Benneteau,,France,FRA,81,-3,1913,6-7(8) 7-6(1) 6-2 6-4,,83,,
2009-05-25,Roland Garros,G,5,C,false,R32,Philipp Kohlschreiber,29,Germany,GER,31,22,2048,Novak Djokovic,4,Serbia,SRB,4,-21,2308,6-4 6-4 6-4,,51,,
2009-05-25,Roland Garros,G,5,C,false,R64,Novak Djokovic,4,Serbia,SRB,4,2,2306,Sergiy Stakhovsky,,Ukraine,UKR,110,-3,1829,6-3 6-4 6-1,Q,51,,
2009-05-25,Roland Garros,G,5,C,false,R128,Novak Djokovic,4,Serbia,SRB,4,2,2304,Nicolas Lapentti,,Ecuador,ECU,102,-2,1896,6-3 3-1 RET,,51,RET,
2009-01-19,Australian Open,G,5,H,false,QF,Andy Roddick,7,United States,USA,9,16,2192,Novak Djokovic,3,Serbia,SRB,3,-17,2266,6-7(3) 6-4 6-2 2-1 RET,,53,RET,
2009-01-19,Australian Open,G,5,H,false,R16,Novak Djokovic,3,Serbia,SRB,3,6,2260,Marcos Baghdatis,,Cyprus,CYP,97,-6,2053,6-1 7-6(1) 6-7(5) 6-2,,53,,
2009-01-19,Australian Open,G,5,H,false,R32,Novak Djokovic,3,Serbia,SRB,3,2,2258,Amer Delic,,Bosnia and Herzegovina,BIH,127,-3,1843,6-2 4-6 6-3 7-6(4),LL,53,,
2009-01-19,Australian Open,G,5,H,false,R64,Novak Djokovic,3,Serbia,SRB,3,3,2255,Jeremy Chardy,,France,FRA,68,-3,1865,7-5 6-1 6-3,,53,,
2009-01-19,Australian Open,G,5,H,false,R128,Novak Djokovic,3,Serbia,SRB,3,,2255,Andrea Stoppini,,Italy,ITA,220,-3,1686,6-2 6-3 7-5,Q,53,,
2008-08-25,US Open,G,5,H,false,SF,Roger Federer,2,Switzerland,SUI,2,12,2371,Novak Djokovic,3,Serbia,SRB,3,-12,2309,6-3 5-7 7-5 6-2,,64,,
2008-08-25,US Open,G,5,H,false,QF,Novak Djokovic,3,Serbia,SRB,3,10,2299,Andy Roddick,8,United States,USA,8,-10,2202,6-2 6-3 3-6 7-6(5),,64,,
2008-08-25,US Open,G,5,H,false,R16,Novak Djokovic,3,Serbia,SRB,3,6,2293,Tommy Robredo,15,Spain,ESP,15,-6,2080,4-6 6-2 6-3 5-7 6-3,,64,,
2008-08-25,US Open,G,5,H,false,R32,Novak Djokovic,3,Serbia,SRB,3,5,2288,Marin Cilic,30,Croatia,CRO,24,-5,2020,6-7(7) 7-5 6-4 7-6(0),,64,,
2008-08-25,US Open,G,5,H,false,R64,Novak Djokovic,3,Serbia,SRB,3,1,2287,Robert Kendrick,,United States,USA,113,-2,1720,7-6(8) 6-4 6-4,Q,64,,
2008-08-25,US Open,G,5,H,false,R128,Novak Djokovic,3,Serbia,SRB,3,2,2285,Arnaud Clement,,France,FRA,78,-2,1885,6-3 6-3 6-4,,64,,
2008-06-23,Wimbledon,G,5,G,false,R64,Marat Safin,,Russian Federation,RUS,75,24,1952,Novak Djokovic,3,Serbia,SRB,3,-21,2293,6-4 7-6(3) 6-2,,79,,
2008-06-23,Wimbledon,G,5,G,false,R128,Novak Djokovic,3,Serbia,SRB,3,1,2292,Michael Berrer,,Germany,GER,91,-3,1729,7-5 2-6 6-3 6-0,,79,,
2008-05-25,Roland Garros,G,5,C,false,SF,Rafael Nadal,2,Spain,ESP,2,12,2368,Novak Djokovic,3,Serbia,SRB,3,-12,2299,6-4 6-2 7-6(3),,41,,
2008-05-25,Roland Garros,G,5,C,false,QF,Novak Djokovic,3,Serbia,SRB,3,3,2296,Ernests Gulbis,,Latvia,LAT,80,-4,1914,7-5 7-6(3) 7-5,,41,,
2008-05-25,Roland Garros,G,5,C,false,R16,Novak Djokovic,3,Serbia,SRB,3,4,2292,Paul Henri Mathieu,18,France,FRA,19,-5,2021,6-4 6-3 6-4,,41,,
2008-05-25,Roland Garros,G,5,C,false,R32,Novak Djokovic,3,Serbia,SRB,3,2,2290,Wayne Odesnik,,United States,USA,106,-2,1834,7-5 6-4 6-2,WC,41,,
2008-05-25,Roland Garros,G,5,C,false,R64,Novak Djokovic,3,Serbia,SRB,3,1,2289,Miguel Angel Lopez Jaen,,Spain,ESP,264,-3,1741,6-1 6-1 6-3,Q,41,,
2008-05-25,Roland Garros,G,5,C,false,R128,Novak Djokovic,3,Serbia,SRB,3,2,2287,Denis Gremelmayr,,Germany,GER,64,-2,1873,4-6 6-3 7-5 6-2,,41,,
2008-01-14,Australian Open,G,5,H,false,F,Novak Djokovic,3,Serbia,SRB,3,6,2270,Jo Wilfried Tsonga,,France,FRA,38,-6,2026,4-6 6-4 6-3 7-6(2),,53,,
2008-01-14,Australian Open,G,5,H,false,SF,Novak Djokovic,3,Serbia,SRB,3,24,2246,Roger Federer,1,Switzerland,SUI,1,-23,2490,7-5 6-3 7-6(5),,53,,
2008-01-14,Australian Open,G,5,H,false,QF,Novak Djokovic,3,Serbia,SRB,3,12,2234,David Ferrer,5,Spain,ESP,5,-12,2193,6-0 6-3 7-5,,53,,
2008-01-14,Australian Open,G,5,H,false,R16,Novak Djokovic,3,Serbia,SRB,3,9,2225,Lleyton Hewitt,19,Australia,AUS,22,-9,2123,7-5 6-3 6-3,,53,,
2008-01-14,Australian Open,G,5,H,false,R32,Novak Djokovic,3,Serbia,SRB,3,3,2222,Sam Querrey,,United States,USA,62,-4,1864,6-3 6-1 6-3,,53,,
2008-01-14,Australian Open,G,5,H,false,R64,Novak Djokovic,3,Serbia,SRB,3,2,2220,Simone Bolelli,,Italy,ITA,70,-3,1804,6-1 6-2 6-2,,53,,
2008-01-14,Australian Open,G,5,H,false,R128,Novak Djokovic,3,Serbia,SRB,3,2,2218,Benjamin Becker,,Germany,GER,81,-3,1809,6-0 6-2 7-6(5),,53,,
2007-08-27,US Open,G,5,H,false,F,Roger Federer,1,Switzerland,SUI,1,6,2506,Novak Djokovic,3,Serbia,SRB,3,-7,2272,7-6(4) 7-6(2) 6-4,,59,,
2007-08-27,US Open,G,5,H,false,SF,Novak Djokovic,3,Serbia,SRB,3,10,2262,David Ferrer,15,Spain,ESP,15,-10,2148,6-4 6-4 6-3,,59,,
2007-08-27,US Open,G,5,H,false,QF,Novak Djokovic,3,Serbia,SRB,3,8,2254,Carlos Moya,17,Spain,ESP,17,-8,2102,6-4 7-6(7) 6-1,,59,,
2007-08-27,US Open,G,5,H,false,R16,Novak Djokovic,3,Serbia,SRB,3,6,2248,Juan Monaco,23,Argentina,ARG,23,-6,2044,7-5 7-6(2) 6-7(6) 6-1,,59,,
2007-08-27,US Open,G,5,H,false,R32,Novak Djokovic,3,Serbia,SRB,3,4,2244,Juan Martin Del Potro,,Argentina,ARG,57,-4,1946,6-1 6-3 6-4,,59,,
2007-08-27,US Open,G,5,H,false,R64,Novak Djokovic,3,Serbia,SRB,3,6,2238,Radek Stepanek,,Czech Republic,CZE,35,-6,2049,6-7(4) 7-6(5) 5-7 7-5 7-6(2),,59,,
2007-08-27,US Open,G,5,H,false,R128,Novak Djokovic,3,Serbia,SRB,3,2,2236,Robin Haase,,Netherlands,NED,95,-3,1820,6-2 6-1 6-3,LL,59,,
2007-06-25,Wimbledon,G,5,G,false,SF,Rafael Nadal,2,Spain,ESP,2,7,2403,Novak Djokovic,4,Serbia,SRB,5,-8,2213,3-6 6-1 4-1 RET,,73,RET,
2007-06-25,Wimbledon,G,5,G,false,QF,Novak Djokovic,4,Serbia,SRB,5,9,2204,Marcos Baghdatis,10,Cyprus,CYP,16,-9,2081,7-6(4) 7-6(9) 6-7(3) 4-6 7-5,,73,,
2007-06-25,Wimbledon,G,5,G,false,R16,Novak Djokovic,4,Serbia,SRB,5,11,2193,Lleyton Hewitt,16,Australia,AUS,19,-11,2136,7-6(8) 7-6(2) 4-6 7-6(5),,73,,
2007-06-25,Wimbledon,G,5,G,false,R32,Novak Djokovic,4,Serbia,SRB,5,8,2185,Nicolas Kiefer,,Germany,GER,404,-8,2028,7-6(4) 6-7(6) 6-2 7-6(5),,73,,
2007-06-25,Wimbledon,G,5,G,false,R64,Novak Djokovic,4,Serbia,SRB,5,2,2183,Amer Delic,,Bosnia and Herzegovina,BIH,67,-4,1805,6-3 3-6 6-3 7-6(4),,73,,
2007-06-25,Wimbledon,G,5,G,false,R128,Novak Djokovic,4,Serbia,SRB,5,5,2178,Potito Starace,,Italy,ITA,47,-5,1913,6-0 6-3 6-4,,73,,
2007-05-28,Roland Garros,G,5,C,false,SF,Rafael Nadal,2,Spain,ESP,2,7,2374,Novak Djokovic,6,Serbia,SRB,6,-7,2198,7-5 6-4 6-2,,38,,
2007-05-28,Roland Garros,G,5,C,false,QF,Novak Djokovic,6,Serbia,SRB,6,7,2191,Igor Andreev,,Russian Federation,RUS,125,-8,2025,6-3 6-3 6-3,,38,,
2007-05-28,Roland Garros,G,5,C,false,R16,Novak Djokovic,6,Serbia,SRB,6,5,2186,Fernando Verdasco,,Spain,ESP,51,-6,1936,6-3 6-3 7-6(1),,38,,
2007-05-28,Roland Garros,G,5,C,false,R32,Novak Djokovic,6,Serbia,SRB,6,2,2184,Olivier Patience,,France,FRA,129,-4,1772,7-6(2) 2-6 3-6 7-6(4) 6-3,WC,38,,
2007-05-28,Roland Garros,G,5,C,false,R64,Novak Djokovic,6,Serbia,SRB,6,2,2182,Laurent Recouderc,,France,FRA,306,-4,1751,6-3 3-6 6-3 6-1,Q,38,,
2007-05-28,Roland Garros,G,5,C,false,R128,Novak Djokovic,6,Serbia,SRB,6,2,2180,Santiago Giraldo,,Colombia,COL,123,-4,1716,6-3 7-6(3) 6-4,LL,38,,
2007-01-15,Australian Open,G,5,H,false,R16,Roger Federer,1,Switzerland,SUI,1,1,2534,Novak Djokovic,14,Serbia,SRB,15,-2,2088,6-2 7-5 6-3,,55,,
2007-01-15,Australian Open,G,5,H,false,R32,Novak Djokovic,14,Serbia,SRB,15,6,2082,Danai Udomchoke,,Thailand,THA,102,-7,1838,6-3 6-4 5-7 6-1,,55,,
2007-01-15,Australian Open,G,5,H,false,R64,Novak Djokovic,14,Serbia,SRB,15,6,2076,Feliciano Lopez,,Spain,ESP,79,-8,1889,6-2 7-5 6-1,,55,,
2007-01-15,Australian Open,G,5,H,false,R128,Novak Djokovic,14,Serbia,SRB,15,8,2068,Nicolas Massu,,Chile,CHI,43,-9,1947,6-1 6-1 6-0,,55,,
2006-08-28,US Open,G,5,H,false,R32,Lleyton Hewitt,15,Australia,AUS,17,8,2166,Novak Djokovic,20,Serbia,SRB,23,-9,2031,6-3 6-1 6-2,,61,,
2006-08-28,US Open,G,5,H,false,R64,Novak Djokovic,20,Serbia,SRB,23,10,2021,Mardy Fish,,United States,USA,60,-11,1944,7-6(5) 6-4 3-6 7-6(3),,61,,
2006-08-28,US Open,G,5,H,false,R128,Novak Djokovic,20,Serbia,SRB,23,1,2020,Donald Young,,United States,USA,577,-11,1500,4-6 6-3 6-0 6-1,WC,61,,
2006-06-26,Wimbledon,G,5,G,false,R16,Mario Ancic,7,Croatia,CRO,10,8,2128,Novak Djokovic,,Serbia,SRB,39,-9,2002,6-4 4-6 4-6 7-5 6-3,,75,,
2006-06-26,Wimbledon,G,5,G,false,R32,Novak Djokovic,,Serbia,SRB,39,12,1990,Mikhail Youzhny,,Russian Federation,RUS,41,-13,1941,4-6 6-2 6-3 6-3,,75,,
2006-06-26,Wimbledon,G,5,G,false,R64,Novak Djokovic,,Serbia,SRB,39,17,1973,Tommy Robredo,11,Spain,ESP,8,-15,2064,7-6(5) 6-2 6-4,,75,,
2006-06-26,Wimbledon,G,5,G,false,R128,Novak Djokovic,,Serbia,SRB,39,10,1963,Paul Goldstein,,United States,USA,65,-12,1874,6-3 6-2 7-6(3),,75,,
2006-05-29,Roland Garros,G,5,C,false,QF,Rafael Nadal,2,Spain,ESP,2,3,2372,Novak Djokovic,,Serbia,SRB,63,-3,1974,6-4 6-4 RET,,34,RET,
2006-05-29,Roland Garros,G,5,C,false,R16,Novak Djokovic,,Serbia,SRB,63,15,1959,Gael Monfils,25,France,FRA,28,-15,1977,7-6(5) 7-6(5) 6-3,,34,,
2006-05-29,Roland Garros,G,5,C,false,R32,Novak Djokovic,,Serbia,SRB,63,20,1939,Tommy Haas,23,Germany,GER,25,-18,2066,7-5 6-1 7-6(4),,34,,
2006-05-29,Roland Garros,G,5,C,false,R64,Novak Djokovic,,Serbia,SRB,63,21,1918,Fernando Gonzalez,9,Chile,CHI,9,-18,2103,6-4 6-1 3-6 4-6 6-1,,34,,
2006-05-29,Roland Garros,G,5,C,false,R128,Novak Djokovic,,Serbia,SRB,63,14,1904,Luis Horna,,Peru,PER,46,-14,1886,6-3 5-0 RET,,34,RET,
2006-01-16,Australian Open,G,5,H,false,R128,Paul Goldstein,,United States,USA,68,17,1844,Novak Djokovic,,Serbia,SRB,76,-17,1860,6-2 1-6 6-3 6-2,,42,,
2005-08-29,US Open,G,5,H,false,R32,Fernando Verdasco,,Spain,ESP,48,8,2002,Novak Djokovic,,Serbia,SRB,97,-10,1840,6-1 4-6 6-7(2) 6-4 6-4,,63,,
2005-08-29,US Open,G,5,H,false,R64,Novak Djokovic,,Serbia,SRB,97,28,1812,Mario Ancic,22,Croatia,CRO,24,-20,2013,6-3 5-7 7-6(4) 6-3,,63,,
2005-08-29,US Open,G,5,H,false,R128,Novak Djokovic,,Serbia,SRB,97,28,1784,Gael Monfils,,France,FRA,43,-20,1901,7-5 4-6 7-6(5) 0-6 7-5,,63,,
2005-06-20,Wimbledon,G,5,G,false,R32,Sebastien Grosjean,9,France,FRA,27,5,2046,Novak Djokovic,,Serbia,SRB,128,-8,1790,7-5 6-4 5-7 6-4,Q,75,,
2005-06-20,Wimbledon,G,5,G,false,R64,Novak Djokovic,,Serbia,SRB,128,29,1761,Guillermo Garcia Lopez,,Spain,ESP,81,-21,1847,3-6 3-6 7-6(5) 7-6(3) 6-4,,75,,Q
2005-06-20,Wimbledon,G,5,G,false,R128,Novak Djokovic,,Serbia,SRB,128,43,1718,Juan Monaco,,Argentina,ARG,68,-22,1875,6-3 7-6(5) 6-3,,75,,Q
2005-05-23,Roland Garros,G,5,C,false,R64,Guillermo Coria,8,Argentina,ARG,9,2,2164,Novak Djokovic,,Serbia,SRB,153,-4,1722,4-6 6-2 3-2 RET,Q,24,RET,
2005-05-23,Roland Garros,G,5,C,false,R128,Novak Djokovic,,Serbia,SRB,153,81,1641,Robby Ginepri,,United States,USA,71,-24,1901,6-0 6-0 6-3,,24,,Q
2005-01-17,Australian Open,G,5,H,false,R128,Marat Safin,4,Russian Federation,RUS,4,1,2149,Novak Djokovic,,Serbia,SRB,188,-5,1656,6-0 6-2 6-1,Q,51,,
